TEMP,DEWP,VISIB,WDSP,MXSPD,MAX,MIN,PRCP
92.6,70,4.9,7,9.9,99,78.8,0
92.6,71,5.9,4.2,9.9,101.5,81.7,0
82.6,72.1,9.9,11.3,36.9,88.2,77.9,0
85.8,72.1,4.5,5.2,9.9,96.8,73.2,0.04
87.7,73.2,6.1,3.8,9.9,97.7,77.4,0.02
87.5,71.4,4.9,3.4,8,97.2,74.1,0
91.9,70.5,5.7,2.3,8.9,101.5,78.4,0
90.1,73,4.2,4.1,7,98.2,78.6,0
88.7,73,4.2,2.4,9.9,99.9,77.2,0
90.5,70.3,4.5,2.8,8,101.3,76.6,0
96.8,70.6,3.9,3.4,8,105.8,81.5,0
95.4,70.8,3.9,5.8,9.9,106.9,83.1,0
92.3,76.3,5.9,7.9,11.1,100.4,79.9,0.02
87.7,67.3,4.7,7.9,14,94.3,75.9,0
91.3,74.3,3.9,5.1,9.9,98.6,80.6,0
88.8,73.7,5,4.1,8,101.7,79,0.28
85.7,76.3,4.4,2.3,6,98.8,79.7,1.06
87.6,75.5,5.7,4.9,42,93.9,79.2,0
87.3,75.5,6.8,5.4,12,94.3,80.2,0.03
83.6,75.5,5.4,5.5,9.9,89.6,76.6,0.79
85,76.7,6,5.5,18.1,95,80.6,0
80,76.2,3.8,6.1,15,90.1,75.2,0
82,76.7,4.9,6.9,11.1,86.7,75,0.75
86.7,76.8,5.6,3.9,9.9,93.9,77,0
90.5,74.3,4.6,2.2,7,99,80.1,0
87.9,76,6.1,3,8,99,78.1,0.02
91.5,75.3,4.5,3.5,8,99,80.1,0
89.6,74.5,4.9,6.7,14,97.2,80.6,0
89.2,77.1,4.8,6.3,12,97.5,80.2,0
92.5,75.6,6.8,5.4,9.9,99.3,82.4,0
92.6,76.6,5.3,7.7,13,98.4,82.8,0
90.5,76.8,4.8,10.1,14,95.4,84.6,0
86.2,75.2,4.8,12,14,93.2,80.2,0
84.4,75.4,6.7,9.4,16.9,89.4,76.8,0.01
84.5,75.8,5.3,5.6,14,89.4,77.9,0.03
87.7,77.9,4.9,3.7,11.1,95.4,79.5,0.12
80.6,78.4,4.4,2.7,6,84.2,77,0.39
79.8,78.6,3.5,3.9,8,83.1,77.7,4.06
81.3,78.5,5.3,2.8,6,85.8,78.6,0.55
83.9,78.1,7.4,3.4,8,90.1,78.3,3.39
85.4,79.4,4.1,1.4,4.1,90,78.8,2.99
87.4,78.5,5.9,5.4,12,93.2,79.9,0.04
86.9,78.5,6,6.2,12,92.1,80.4,0
87,79,4.1,5.4,12,94.3,80.4,0.04
84.4,80.4,5.3,4.4,11.1,89.6,81.5,0
87.6,79.3,5.6,4.1,9.9,92.1,81,1.06
85.6,81.4,6.5,6.1,9.9,93,81.3,0.08
89.7,79.9,4.7,6.2,8.9,93.9,81.5,0.63
86,79,5.9,5.7,8.9,91.4,80.2,0.2
85,79.6,6.1,5.9,15,90.9,80.6,0
86.6,80.2,5.6,1,2.9,93.9,79,0.47
86.3,80.2,4.1,0.8,4.1,95.9,81.5,0.98
90,79.7,4.6,1.1,5.1,97.3,81.3,0.16
90.5,79.4,4.9,2,6,98.6,79.7,0
90.7,80.5,3.9,1.6,6,98.1,83.8,0
86.8,80.6,5.1,1.8,6,93.4,82.2,0.28
91.2,78.3,6.5,6.7,12,95.4,83.3,0
87.9,78.7,4.9,7.8,12,94.1,81.3,0
84.6,79.7,4.2,8.6,12,92.1,79.7,0.04
85.8,78.5,5.9,7.6,13,91,80.4,0.08
85.2,77.4,4.6,8.3,12,89.6,79.5,0.12
84.8,77.6,7,5.2,9.9,90,77.7,0
86.4,79.9,6.3,2.8,8,93.2,80.6,0.12
83.1,80.5,5.3,1.5,12,90.7,80.1,0.28
82.5,80,6.4,2,5.1,87.1,79.2,1.73
84.2,79.6,6.2,5.9,9.9,91.8,78.6,0.24
88.5,80.2,5.3,5.1,9.9,93.2,79.9,0.08
86.3,78.6,5.1,5.9,8,92.8,80.6,0.01
87.2,78.9,6,6.3,9.9,91.9,81.9,0
86.8,79.6,5.9,7.5,15,92.1,81,0.02
86.4,80.2,4.8,5.8,12,91.9,81.9,0.02
87.5,79.2,5.7,7.2,12,93.2,80.8,0
88.3,79.6,3.9,6.9,11.1,95.2,82.4,0
87.9,80.7,4.8,5.9,9.9,94.5,80.6,0.43
85.8,81,4.2,2.6,6,92.7,80.1,0
88,81.3,6.6,2.7,8,92.8,80.4,0.12
83.7,78.2,6.6,5.1,9.9,87.4,80.6,0
81.1,79,8.4,3.8,8,82.4,79.5,0.08
80.7,78.6,5.2,5.1,8,84.2,78.6,0.87
87.2,80.1,2.6,5.7,8,90.9,78.3,0.2
88.5,78.6,2.7,5.8,9.9,93.4,81.5,0
86.3,80.2,2,3.5,9.7,94.8,82.6,0
87.1,81.2,3.1,5.8,8,93.4,77,0
90.1,80.6,2.2,6.2,12,95,84.2,0
88,80.7,2.7,6.7,9.9,94.8,82.2,0.16
86.1,79.9,2.7,6.8,20,90.5,81.7,0
87.5,80.6,2.6,6.6,9.9,93.9,80.2,0
92.8,79.8,2.3,3.7,7,97.2,82.8,0
84.6,79.7,2.4,4.2,12,91.2,79.2,0.16
90.2,79.1,2.8,8.3,12,93.6,79.9,0.04
88.1,79.1,2.9,6.9,12,94.1,81.9,0
89.1,79.2,2.7,6,8.9,93.9,81.7,0
89.4,80.2,2.6,5.8,9.9,94.5,82.4,0
85,80.4,2.2,6.1,12,92.7,78.8,0.47
86.8,80.1,2.8,5.9,8,91.2,81.3,0
87.7,81.3,2.8,3,6,95.4,81.1,0
86,81.5,2.2,1.4,8,93.2,83.8,0.24
85.7,81.6,2.4,4,8,92.3,82.2,1.18
90.3,81.4,2.7,6.7,8,95,79.3,0
89.2,81.7,2.6,5.7,9.9,93.9,84.2,0
90.5,81.3,2.3,6.4,9.9,95.7,78.1,0
85.5,81,2.2,4.7,8,89.6,82,0.02
84.1,80.5,1.9,3,6,91.9,78.3,0.02
83.4,80.2,1.6,2.7,12,87.8,79.3,0.35
85,79.9,2.1,2.2,5.1,91.9,78.8,0.43
86.8,80.9,2.4,5.1,11.1,92.3,80.2,1.38
85.4,79.8,2.5,5.5,8,90.7,79.5,0.04
82.2,78.9,1.9,1.9,4.1,87.8,75.6,2.95
84.6,78.9,2.3,2.9,6,89.8,79.2,0.12
85.4,78.3,2.2,5.2,12,93.2,80.2,0
87.5,79.9,2.9,5.7,9.9,93.2,80.2,0
86,80.3,2.6,7.7,12,92.1,81.7,0.04
84.2,79.7,2.2,5.7,9.9,91.4,80.2,1.1
85,79.6,2.6,4.2,9.9,90,79.5,0.2
84.4,79.8,2.5,1.7,6,88.2,79.5,0.12
83.9,79.3,1.8,1.8,5.1,90.7,80.2,0.02
82.9,79.1,2,1.9,5.1,90.1,78.8,0.59
81.1,78.7,1.8,3.3,6,86,78.8,0
79.1,77.8,1.4,4.8,9.9,81.5,77,2.24
83.7,78,2.6,2.8,7,89.1,78.4,2.83
87.5,79.5,2.6,0.8,2.9,93.2,79.2,0.02
84.2,78.9,1.9,3.6,12,89.6,79.3,0
82,77.1,2.4,5.6,9.9,86.4,75.6,1.54
82.8,79.1,1.5,3.7,8,88.3,78.6,0.31
85.7,79.8,2.2,2.1,5.1,90.1,78.3,0.35
86.1,79.5,2,1.6,6,93.2,80.1,0
87.9,79.3,2.4,2.6,8,93.2,80.6,0
83.3,77.9,2.1,3.5,8,92.8,78.8,0.01
87.1,75.6,2.1,3.1,8,93.9,75.2,0.67
84.5,76.5,2.1,4.1,8,93.6,77,0
86.8,76.9,2.4,0.5,1.9,93.2,77,0
86.5,78.6,2,1,2.9,92.5,80.4,0.02
84.8,77.9,1.7,1,2.9,93.6,78.1,0
87.8,80.1,1.7,1,4.1,94.8,78.8,0
87.4,81.1,1.6,1.8,37.9,94.1,81.7,0.02
88.7,78.9,2.1,4.1,9.9,95,81.3,0
89,80,2.2,3.2,6,95,80.8,0
86,78.4,1.6,1.3,5.1,92.5,80.2,0
85.3,77,2.7,6.1,12,90.7,76.5,0
88.1,79.3,2.1,7,9.9,93.9,78.8,0
86.8,77.3,2.4,7.3,9.9,93.4,78.8,0.24
77.3,75.9,2,8.4,15,78.8,75.6,1.3
79.5,76.5,2.5,7.3,9.9,84,75.2,0.79
81.1,77.3,2.5,7.1,9.9,86,77.5,0.02
80.2,76.9,2.2,7.6,12,84.2,77,0.12
79.5,76.1,2.5,4.5,9.9,83.5,75.7,2.52
79.1,74.9,2.6,2.4,5.1,83.1,75,0
81.5,75.4,2.6,1.5,4.1,86.2,73.8,0
85,75.4,2.1,0.4,1.9,91.9,74.1,0
85.5,77.1,2.1,1.4,5.8,93.6,77,0
86.6,77.7,2.5,3.5,8,92.3,77.9,0
84.9,77.9,2.2,2.3,6,93.4,77.7,0
83.5,77,2,0.8,4.1,91.8,75.9,0
85.3,76.9,2.3,2,5.1,90.7,76.6,0
85.5,75,2.4,2.5,6,93.2,76.5,0
84,71.9,2.4,1.2,4.1,92.1,73,0
84.3,73.3,2.4,1.7,5.1,91.4,71.8,0
82.8,74.6,2.2,0.5,1.9,91.4,73.9,0
82,71.3,2.2,3.6,8,89.6,71.4,0
81.5,71.5,1.8,2.2,5.1,88.2,68.7,0
81.6,72.6,2,3.5,8,88.2,70.7,0
80.8,73,2.2,2.5,6,88.7,70,0
81.6,74.8,2.4,3.2,8.9,89.8,71.4,0
81.9,74.4,2.3,1.6,5.1,91.2,71.4,0
81.9,72.4,2.3,1.7,6,91.4,70,0
82.9,72.3,2.3,1.9,4.1,91.2,71.1,0
81,73.4,1.8,0.8,4.1,90.3,70.9,0
82.3,73.5,2.4,0.8,4.1,91.8,70.2,0
81.9,71.7,2.3,2.7,6,88.9,68,0
81.5,73.4,2.6,0.5,1.9,86.7,74.3,0
82.6,73.7,2.5,2.3,5.1,90.5,73,0
82.6,73.8,2.1,2.1,5.1,91.4,71.6,0
82.1,70.9,2.1,1,4.1,91.4,71.8,0
82.5,71.7,2.2,2.4,6,90.3,71.6,0
79.2,74.2,1.2,3.2,6,85.5,72.3,0
80.5,73.5,1.3,1.1,4.1,90,70.2,0
80.9,71.9,1.8,2.3,5.1,92.1,68.4,0
80.6,73.3,1.8,3.5,7,89.6,70.3,0
78.8,67.1,2.5,2.3,6,87.1,71.2,0
77.1,64.3,2.1,2.6,6,85.5,63.7,0
79.6,62,2.3,3.9,6,86.7,63.3,0
76.7,62.1,2,2.9,6,84.9,62.6,0
75.7,63.7,1.8,0,6,84.9,60.3,0
76.6,64.1,2.2,2.1,5.1,86,61.5,0
77.1,60.3,1.9,0.4,1.9,87.8,61.5,0
76.2,59.7,1.8,1.8,4.1,87.8,59.7,0
75.4,60.5,2,1,2.9,87.1,58.6,0
75.7,62,1.9,0,2.9,86,61.9,0
75.4,60.6,1.8,2.5,6,86,62.2,0
75.2,62,1.5,0.5,4.1,86,62.6,0
72.8,61.7,1.5,0.5,2.9,85.8,60.3,0
74,62.3,1.1,0.5,2.9,84.2,59.4,0
73,62.4,1,0.6,1.9,84.2,59.4,0
70.8,62.3,1.3,0.7,2.9,83.3,58.5,0
73,60.5,1.4,3,8,85.3,59.4,0
73,59,1.4,3,8,84.6,57,0
71.5,58.4,1.2,1,2.9,82.4,55.2,0
67.2,57.2,1,0.3,2.9,82.4,54.3,0
70.8,58.3,1.3,0,2.9,84.2,54.3,0
69.7,58.6,1.1,0,2.9,81.1,54.3,0
67.8,55.2,1.1,1.5,4.1,80.6,54.3,0
65.9,52.9,1.3,3.4,8,79.5,51.1,0
66.5,52.9,1.5,2.7,8,80.1,52,0
66.5,54.3,1.2,2.7,5.1,78.8,50,0
67,54.8,1.4,0.4,4.1,80.6,49.6,0
66.2,57.5,0.8,1.2,1.9,76.1,52.3,0
65.9,56.1,1.3,1.4,6,78.8,54.1,0
68.4,58.7,0.9,1.4,6,79.2,54.3,0
62.9,60.5,0.4,0.7,6,70.3,58.3,0
63.9,59.5,0.7,0.5,2.9,72.5,55.4,0
63.6,58.5,0.7,0.3,2.9,77,54.1,0
63.5,59.9,0.8,1.7,4.1,71.6,53.2,0
58.8,56.2,0.5,0,4.1,64.9,48.9,0
60.8,56.9,0.7,0.7,2.9,70.2,52.2,0
62.3,57.2,0.8,1.1,4.1,66.2,51.8,0
58.7,54.5,0.8,1.4,2.9,68,49.3,0
58.2,54.1,0.9,1.2,2.9,68.9,48.2,0
56.4,54.3,0.5,5.2,8.9,60.6,47.8,0
57.2,54.2,0.7,3.6,8,61.5,54.5,0
57.5,53.1,0.9,3.8,6,64.4,48.9,0
55.6,53.7,0.6,3.2,8,60.8,45.7,0
57.5,54.5,0.6,3,7,66.7,51.1,0
58.8,53.4,0.9,2.5,6,68,47.5,0
62.1,50.3,1.2,1.7,4.1,72.7,44.2,0
58.1,50.5,1,1.8,6,72.9,43.2,0
56.1,50.4,0.7,0.7,2.9,76.3,43.7,0
64.2,50.6,1.5,1.3,5.1,77,46.6,0
63.4,51.7,1.4,2.5,7,75.6,45.9,0
63.5,52.4,1.4,2.5,7,77.2,45.7,0
65.2,53.1,1.1,1.2,1.9,77.5,46.2,0
63.9,53.3,1,0,1,74.1,46,0
61,52,1,0.7,5.1,74.1,46.8,0
60.4,49,1,3.2,6,73.4,46.4,0
59,48.2,0.9,2,5.1,71.6,42.3,0
54.7,49.2,0.8,3.9,7,67.1,46.4,0
55.5,50.8,0.5,2.8,5.1,67.8,43,0
58.2,50.1,0.8,0.5,1.9,80.6,41.7,0
57.6,51.3,1,0.5,1.9,69.8,42.3,0
64.4,51.7,1.5,2.1,4.1,75.2,46,0
62.3,51,1,0.7,2.9,75.2,45.1,0
63.6,51.4,1.2,1.7,6,75.2,44.1,0
67,45.6,1.4,4.1,7,75.9,45.7,0
64.1,50.4,1.3,2.7,7,75.9,48.4,0
64.4,51.4,1,4.4,7,74.3,48.6,0
63.2,50.9,1.3,4.1,8,74.8,47.8,0
62.6,54.9,0.8,3.3,8,74.5,49.1,0
64.5,56,1,2.1,6,74.8,48.4,0
68,57.8,1.1,6.1,13,77.4,51.6,0
69.1,62,1.2,6.8,9.9,75.7,62.4,0
67.4,61.2,1.1,3.4,8,75.4,57.6,0
70,63.1,1.9,8.1,12,76.8,63.1,0
69.9,62.4,1.5,3.6,9.7,78.3,61.7,0.12
63.8,60.8,1.1,2.4,5.1,68.4,57.2,0
64.4,57.7,1.3,2.7,7,71.8,54.5,0.02
68.7,57.8,1.7,3.1,7,78.1,53.8,0
66.2,51,1.8,5.8,9.9,75.2,54.5,0
62.7,48,1.3,7.3,12,70.7,48.2,0
63.7,47.9,1.5,5.5,12,74.3,50.4,0
65.9,48.6,1.7,1.7,5.1,79.2,47.1,0
67.9,53.9,1.5,9.3,13,75.2,52.5,0
61.5,57.9,1,5.6,9.9,63.1,59,0.04
62.2,55.1,1.1,2.2,4.1,70.2,50,0
60.6,52.8,1.4,4.9,9.9,70.3,47.8,0
63.5,49,2,4.9,8,73.8,48.4,0
62.3,45.6,1.5,3,8,73.6,44.1,0
65.6,50,1.3,4.4,14,77.4,46.6,0
65.8,45.5,1.5,6.3,15,77.5,51.4,0
64.8,46.8,1.8,4.3,8.9,74.8,47.5,0
64.4,46.5,1.6,1.9,6,77.2,44.4,0
66.4,53.1,1.3,2.5,8,78.3,50.9,0
67.2,59.6,1.1,3,11.1,72.7,60.3,0
63.9,61.6,1.2,2.7,7,65.3,62.2,0.16
72.9,62.3,1.7,2.7,5.1,82.4,57.2,0
72.3,63,1.7,4.1,9.9,81.5,59.4,0
72.1,60.9,1.5,6.3,12,81.3,59.5,0
70.2,61.1,1.7,5.7,8.9,80.6,60.6,0.03
67.8,55.2,2.4,6.6,12,75.7,55.8,0
62,54.4,1.4,3.5,9.9,73.4,51.4,0
68,54.7,1.7,4.5,9.9,78.1,51.3,0
70.1,56.8,1.6,3.4,8,80.6,52.7,0
74.9,58.4,1.6,2,6,82.6,55,0
71.1,60.5,1,4.7,11.1,81.5,55.4,0
75.9,58.8,1.8,7.4,12,86.7,57.7,0
76.5,55.1,1.9,3.4,8.9,86.7,59.5,0
75.6,55.5,1.6,3.3,8,86,57,0
73.9,57.4,1.7,1,6,85.6,54.5,0
75.8,59.8,1.9,1.9,9.9,86,57.4,0
77.1,63.8,1.7,0.9,5.1,89.4,60.8,0
71.6,61.8,1.7,5.8,9.9,77.4,62.2,0.02
72.7,55.6,2.1,5,9.9,80.6,57.9,0
72.5,52.1,2.7,4,12,82.9,55.4,0
71.9,53.5,2.3,3,8,84.2,57.2,0
74.8,56.9,2.1,1.8,6,85.5,56.5,0
78.1,60.1,2.5,7.4,12,87.8,61.3,0
76.4,63.6,2.3,7,12,84.6,65.1,0.24
70.8,50.8,1.9,6.6,15,81.5,55.6,0
70.1,53.4,2.3,2.6,8,83.8,54.5,0
73.8,49,2.4,5.5,12,85.5,56.5,0
75.3,51.6,2.4,1.3,8.9,86,55.6,0
74.7,55.4,1.8,2.2,5.1,86.9,56.3,0
78.9,63.3,2.1,4.5,9.9,88.2,64.8,0.02
82.8,66.5,1.7,3.1,8,93.2,62.8,0
79.5,59.6,1.6,6.9,16.9,91.9,66.9,0
76.8,53.6,2.1,5.7,31.9,86.7,60.6,0
80.2,54.4,2.2,6.4,12,90.7,61.3,0
82.3,54.8,2.4,6.3,13,91.8,66,0
74.4,61.1,2.2,5.1,11.1,78.8,66.2,0
79,53.1,2.4,4.6,9.9,91.4,61.7,0
80.8,55.5,1.9,1.3,5.1,92.3,60.1,0
81.4,56.3,1.8,1.4,6,93.9,61.3,0
82.7,58.9,2.1,2.9,7,95.2,63.3,0
83.9,61.5,2.3,1.1,5.1,96.6,64.9,0
86.6,60.6,2.4,1.9,8,97.5,66.6,0
84.6,63.4,1.7,2,8.9,96.8,67.6,0
88.6,56.4,2.6,5.3,11.1,99.7,69.3,0
88.2,55.1,2.1,4.4,12,99,68.4,0
83.3,65.2,2.2,7.1,9.9,93.6,67.8,0
83.5,69.9,2.1,6.2,11.1,93.9,69.8,0
82.4,66.7,1.6,7,12,92.1,70.9,0.02
82.4,61.7,1.9,1.4,6,95.7,64.4,0
86.1,54.3,2.1,4.4,12,98.1,65.8,0
84.1,54.9,1.9,3.6,9.9,95.2,62.8,0
84.3,64.6,2.5,6.5,11.1,94.5,69.6,0
86.5,65.5,2.6,8.2,15,97.2,72.3,0
82.3,64.6,2.6,10.1,19,91.8,69.1,0.04
80.3,63.2,2.9,7.9,20,90.3,64.6,0
80.8,66.5,2.3,8.7,12,90.1,67.3,0
85,67.9,2.4,6.1,11.1,94.1,70.7,0
89.8,69.1,2.3,5.4,11.1,98.8,76.6,0
87.9,73.9,2,3.5,7,97.7,77.7,0
88.8,61.3,1.7,6.8,19,100.8,79.5,0
84.7,59,1.9,3.9,13,97.9,73.2,0
90.4,48,2.3,4.1,11.1,100.8,71.2,0
87.4,50.5,2.4,7.6,14,101.3,72.9,0
82.3,61.4,2.6,9.8,19,91.8,70.3,0
85.2,63.3,2.4,4.7,9.9,95,71.1,0
91,64.2,2.5,4.5,8,98.6,74.5,0
88.4,72.3,2.3,6.8,9.9,96.1,77.4,0
91.1,71,2,5.8,9.9,100.2,77.4,0
92.8,75.7,2.2,7.5,11.1,102.2,79.5,0
94.4,62.9,2.3,3.7,12,107.6,78.1,0
91.5,72.9,2.1,6.4,13,100.4,80.8,0
86.9,67.3,2.4,8.3,12,97.5,73.4,0
85.3,68.1,2.4,10.2,14,93.6,72.1,0
86.3,70.2,2.7,9.5,15,93.9,74.8,0
86.6,71,2.4,7.9,13,94.3,74.1,0
82.2,71.2,2.2,6.2,16.9,93.9,73,0
88,64.4,2.7,5.3,9.9,100.8,71.1,0.22
87.8,70.8,2.3,8.8,15,97.5,75.4,0
85.4,72.4,2,8.8,14,95,73,0
82,69,2.8,7.6,12,89.4,69.4,0
85.4,73.4,2.5,7.8,29.9,91.8,73.8,0
85.2,74.5,2.6,9.3,13,92.5,77.7,0
82.2,70.7,2.7,9.8,13,91,75.6,0
83.6,69.5,2.7,10.7,12,91.4,71.4,0
84.7,72.4,2.5,10.4,23.9,95.7,75.9,0
82.4,71.1,2.6,8.9,14,89.6,70.9,0
84.1,71.1,2.6,4.9,12,90.1,72.7,0.12
88.6,74.3,2.5,5.4,9.9,96.1,77,0
90.5,74.1,2.7,6.1,9.9,97.7,81.3,0
88.2,75.1,2.6,7.8,25.3,99.7,82,0.2
86.5,77.3,2.3,4.9,8,93.6,74.7,2.72
87.8,77.8,2.5,8.6,12,95,80.2,0
89.1,77.8,2.5,7,12,97.5,79.2,0
78,72.8,2.3,6,25.1,85.6,73.4,1.42
85.3,74.1,2.4,9.1,14,95.4,76.1,0
89.5,75,2.3,4.9,11.1,97,78.6,0
92.2,74.9,2.6,5.5,9.9,99,81.1,1.97
88.6,75.8,2.5,8.7,12,95,81.3,0
89,74.1,2.5,5.1,12,97.9,77.7,0
93.8,75.2,1.8,1.8,7,104,80.2,0
95.7,66.7,1.3,2.5,9.9,107.6,85.6,0
92.1,75.2,2.1,3.8,12,104.4,80.6,0
87.1,75.3,2.7,9.3,18.1,95,79,0
82.6,69.4,2.5,10.4,13,88.2,70.5,0.08
84.2,73.1,2.8,7.7,12,89.8,73.9,0.04
80.8,74,1.4,3.3,7,90,77,0
78,71.7,2.5,5.9,12,82.6,73.4,0.24
81.6,73.2,2.3,3.9,9.9,88.3,74.3,0.04
87.1,73.8,2.3,6.7,12,93.2,76.5,0.02
83.1,75.4,2.3,2.3,14,91.6,79.2,0
84.3,75.9,2.6,4.6,15,94.3,77,0.24
91.2,75.4,2.6,1.7,8,98.6,76.5,0
92.5,74.9,2.3,0.5,4.1,101.5,80.4,0
86.4,76.5,1.7,2.7,9.9,99.7,77,0.04
90.7,75.9,2.5,5.1,9.9,99.3,77.2,0
89.3,75.4,2.8,6.6,13,96.8,79,0
84.4,73.8,2.6,4.6,9.9,90.9,72.9,0.2
88.7,78.1,2.5,2.6,6,94.5,80.1,0
89.4,79.3,2.9,7.9,12,96.8,80.6,0
87.6,78.2,2.4,4.5,9.9,95,77.9,0
87.2,78.1,2.6,8.1,15,93.6,82.4,0
87.6,77.7,2.3,8,12,94.5,81,0
85.8,77.5,2.4,5.2,9.9,94.6,79.2,0.02
90.4,76.7,2.7,4.8,9.9,97,78.8,0
91.8,78,2.4,7.9,9.9,99.7,79.2,0
87.1,77.9,2.9,5.3,8,93.9,71.4,0.79
90.8,80,2.8,5.7,31.9,95.7,79.5,0
91.6,80.6,2.4,3.7,8,96.8,82.2,0
85.6,76.8,2.3,5.6,9.9,91.4,79.3,0.24
90.4,80.3,2.3,4.3,6,96.1,80.6,0
89.4,78.7,2.7,4.7,8,95.7,78.4,0
83.6,77.9,2,4.2,9.9,91.8,77,0.01
86.8,79.1,2.7,3.7,8,95,75.4,0.43
84.6,76.7,2.7,9.4,15.9,88.5,80.6,0
88.1,77.3,2.7,9.5,14,95,80.1,0.02
86.6,77.3,2.8,8.1,12,93.2,77,0
82.1,78.6,2.5,6.1,13,91,77.4,0.59
86.8,78,2,2.8,11.1,93.9,77.7,0.51
87.9,79,2.1,0.4,5.1,96.1,79,0.04
91.8,80.4,2.6,3.9,8,99,82.4,0.02
90.9,80.1,2.5,1.1,6,97.2,83.5,0
88.3,80.3,2.1,3.4,8.9,95,81.5,0.02
82.2,78.9,1.7,1.6,8,84.2,80.6,0.02
82.3,79.6,1.2,0.5,6,89.2,80.1,0.2
80,78.2,0.9,3.8,8.9,83.3,78.4,1.93
81.1,78.8,1.4,3.6,9.9,82.8,77.4,3.5
86.1,79.2,2.3,1.3,4.1,91.4,78.1,1.14
92.4,79,2.3,6.6,11.1,98.6,83.1,0
92.7,76.8,2.6,5.2,9.9,98.8,83.7,0
91.9,77.3,2.1,4.6,9.9,99.3,84,0
88.7,78.7,2.2,3.5,8,96.6,82.6,0
92.4,75.4,2.4,4.8,9.9,99.7,82.4,0
94.7,77,2.3,3.7,9.9,102.9,82.8,0
93.9,79.9,2,1.4,7,102.2,84.6,0
87.7,78.6,2.1,5.7,9.9,97.2,77,0
85.6,77.6,2.1,1.9,7,91.6,75.6,0.59
90.3,79.2,2.1,1.7,6,96.4,82.2,0
87.6,80,2.4,3.5,8,93.6,82.4,0.55
89.3,78.9,2.7,8.9,15,95,82.2,0
89.6,78.2,2.4,5.6,9.9,96.4,82,0
86.5,81.3,2,1.1,5.1,93.4,82.4,0.08
82.4,79.4,1.5,4.2,8,86,79.2,0.24
85.1,76.7,2.2,5.5,9.9,88.3,78.4,1.34
90.3,76.5,2.6,6,12,96.3,82.4,0
91.8,76.6,2.2,7.5,13,99.7,83.8,0
91,74.2,2.5,2.4,6,99,83.5,0
89.6,76.7,2.6,4.8,9.9,97.3,81,0
91.7,77.6,2.6,2.6,6,99,84.2,0
91.2,77.4,2,2.9,8.9,99.9,80.6,0.2
89.7,79.1,2.6,5.3,9.9,95.4,78.3,0
83.7,77.4,2.4,2.8,6,89.6,77,0.08
86.6,78.5,2,5.9,11.1,94.5,79.7,0.39
87.2,77.9,2.3,6.4,13,94.8,80.6,0
85.6,79.2,2.2,6.9,12,92.8,79.2,0
81.1,78.8,1.6,2.1,8,89.1,75.9,6.22
87,78.1,2.4,5.3,12,93.4,69.1,0.24
86.8,79.8,2.3,1.6,6,93.7,81.9,0
89.6,80.1,2.7,3.2,8,95.7,81.3,0.04
89.6,80.9,2.6,0.5,2.9,95,82.6,0
86.7,80,2.5,4.7,8.9,95,81,0
88.5,80.7,2.2,3.3,6,96.3,82,0.08
89.2,79.7,2.4,4.6,12,94.6,83.3,0
82.3,80,1.9,0.8,2.9,88.7,78.8,0.31
80.1,78.6,1.3,3.1,6,83.5,78.4,2.13
81.1,77.7,2,6.1,11.1,83.7,77,0.67
83.1,77.8,2.8,7.1,12,88.2,79.2,0.12
85.5,77.9,2.7,6.3,9.9,90.3,79.5,0.02
86.3,77.4,2.8,8.3,12,90.7,79.9,0.03
83.9,78.6,2.2,7.2,15.9,87.8,80.2,0
82.6,78.9,2.2,7.1,12,89.1,78.4,0.59
86.9,78.1,2.6,6.5,9.9,91.4,80.6,0.71
82.3,76.5,2.4,9,11.1,84.9,80.2,0
82.3,76,2.1,8.3,12,85.5,78.6,0
86.3,76,2.5,7,9.9,93.2,79.5,0
85.3,77,2.7,9.8,15,90.1,80.4,0.04
84.5,76.9,2.3,9.5,15,91.6,79.2,0
88.1,78,2.2,0.8,4.1,94.5,79.3,0.03
88.5,78.2,2.4,4.3,11.1,94.6,81.1,0
87.4,77.8,2.4,5.2,11.1,95.5,78.8,0.02
87.7,79.1,2.5,1.5,5.1,94.5,77.9,0
88.2,77.9,2.2,7.6,12,95,81.7,0
88.6,76.6,2.5,9.3,12,93.6,81.1,0
88.5,76.8,2.8,9.1,15,103.8,81.5,0
88.3,77.1,2.5,7,12,94.6,80.1,0
87,77.8,2,5.1,9.9,93.2,81,0.04
87.9,77.6,2.5,8.2,15,94.3,80.6,0
85.3,77.7,1.9,7.3,12,93.4,78.4,0.47
85.1,77.9,2.1,6.8,9.9,91.6,77.5,0
86.5,75,2.6,8.7,15,93.7,80.1,0
86.6,77.6,2.7,7.1,12,93.2,78.6,0.02
87.4,77.3,2.3,3.5,15,94.8,76.3,0
82.9,76.3,2.4,1.5,8,94.5,74.7,0.39
81.3,77.2,2.5,7.3,12,90,75.9,0.35
78.7,77,2.2,9.6,25.3,80.6,76.6,0.59
83.7,78.3,2.7,8.7,13,86.7,78.8,0
86.4,78.6,2.3,4.5,14,91.4,79.7,0
87,78.5,2.1,3.4,9.9,93.4,79.7,0
88.7,79.5,2.6,4.2,9.9,93.7,80.4,0
87.6,76.7,2.8,4.7,9.9,93.4,77.5,0
85.2,76.6,2.4,2.3,8.9,92.1,77.5,0
82.6,75,2,2,7,88.9,75.2,0
